Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area,geometry,Neighbourhood,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year)
614,1290 E 48th Ave,V5W2E7,49.225929,-123.080296,Vancouver,2198000.0,7 bds,4 ba,"3,326 sqft",0,0,0,4,79,1,20,9,0,12,0,0,0,0,2,POINT (-123.080296 49.225929),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
615,1315 Cardero St #604,V6G2J2,49.284113,-123.140719,Vancouver,1198000.0,1 bd,2 ba,"1,027 sqft",0,0,1,12,52,6,149,48,0,46,0,0,0,0,6,POINT (-123.140719 49.284113),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
616,5808 Crown St,V6N2B7,49.233799,-123.193358,Vancouver,6388000.0,5 bds,7 ba,"6,012 sqft",0,0,0,1,30,0,3,0,0,1,0,0,0,0,1,POINT (-123.193358 49.233799),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
617,2095 Beach Ave #503,V6G1Z3,49.290514,-123.145319,Vancouver,1099000.0,2 bds,2 ba,"1,006 sqft",0,0,0,7,30,1,87,22,0,17,0,0,0,0,5,POINT (-123.145319 49.290514),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
618,6038 Marguerite St,V6M3L1,49.231293,-123.14444,Vancouver,12880000.0,5 bds,7 ba,"5,880 sqft",0,0,1,2,74,0,23,11,0,4,0,0,0,0,1,POINT (-123.14444 49.231293),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
619,1238 Melville St #2601,V6E4N2,49.288222,-123.125361,Vancouver,1449000.0,3 bds,2 ba,"1,187 sqft",0,5,21,20,127,23,324,158,0,113,0,0,0,0,13,POINT (-123.125361 49.288222),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
620,4650 NW Marine Dr,V6R1B9,49.275009,-123.213294,Vancouver,8888000.0,7 bds,5 ba,"3,621 sqft",0,0,1,0,25,0,14,3,0,6,0,0,0,0,1,POINT (-123.213294 49.275009),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
621,758 E 60th Ave #1,V5X2A4,49.21538,-123.089055,Vancouver,1188000.0,3 bds,3 ba,"1,097 sqft",0,0,0,2,59,0,17,4,0,9,0,0,0,0,1,POINT (-123.089055 49.21538),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
622,1199 Marinaside Cres,V6Z2Y2,49.273129,-123.120638,Vancouver,2398000.0,3 bds,2 ba,"1,589 sqft",1,7,27,19,149,23,290,139,1,110,0,0,0,0,12,POINT (-123.120638 49.273129),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
623,1789 E 63rd Ave,V5P2L9,49.213103,-123.069362,Vancouver,1659000.0,5 bds,5 ba,"2,659 sqft",0,0,1,1,60,0,10,0,0,6,0,0,0,0,0,POINT (-123.069362 49.213103),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
624,3641 W 29th Ave #201,V6S1T5,49.24639,-123.185903,Vancouver,1198000.0,3 bds,2 ba,"1,387 sqft",0,0,0,2,44,0,13,2,0,4,0,0,0,0,2,POINT (-123.185903 49.24639),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
625,6975 Prescott St,V6N1N2,49.222857,-123.17812,Vancouver,7800000.0,2 bds,3 ba,"2,254 sqft",0,0,0,0,19,0,2,0,0,0,0,0,0,0,1,POINT (-123.17812 49.222857),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
626,5212 Maple St,V6M3T5,49.238864,-123.151651,Vancouver,4378000.0,3 bds,4 ba,"3,092 sqft",0,0,2,5,69,0,33,14,0,7,0,0,0,0,1,POINT (-123.151651 49.238864),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
627,1425 E 27th Ave,V5N2W5,49.246091,-123.075387,Vancouver,1588000.0,3 bds,3 ba,"1,385 sqft",0,0,0,6,74,1,51,9,0,7,0,0,0,0,1,POINT (-123.075387 49.246091),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
628,1861 Beach Ave #5,V6G1Z1,49.288355,-123.142148,Vancouver,3998000.0,3 bds,3 ba,"2,457 sqft",0,0,0,9,40,4,121,31,0,27,0,0,0,0,6,POINT (-123.142148 49.288355),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
629,3256 Georgia St E,V5K2L3,49.278011,-123.034836,Vancouver,1498000.0,2 bds,2 ba,"1,452 sqft",0,0,1,0,62,0,12,11,0,5,0,0,0,0,0,POINT (-123.034836 49.278011),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
630,1445 Marpole Ave #508,V6H1S5,49.257539,-123.138386,Vancouver,1149000.0,3 bds,2 ba,"1,399 sqft",0,0,2,5,85,3,64,33,2,13,0,0,0,0,5,POINT (-123.138386 49.257539),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
631,688 W 6th Ave,V5Z1A3,49.265627,-123.120135,Vancouver,1015000.0,2 bds,2 ba,"1,071 sqft",1,3,7,10,91,8,163,62,1,33,0,0,0,0,7,POINT (-123.120135 49.265627),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
632,1728 Cypress St,V6J4W2,49.270202,-123.148145,Vancouver,1489500.0,2 bds,2 ba,"1,227 sqft",0,0,2,6,64,5,97,47,2,24,0,0,0,0,5,POINT (-123.148145 49.270202),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
633,1511 Barclay St,V6G1J8,49.287638,-123.133308,Vancouver,2998000.0,4 bds,3 ba,"2,542 sqft",0,0,9,15,99,14,257,93,0,67,0,0,0,0,10,POINT (-123.133308 49.287638),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
634,2959 W 16th Ave,V6K3C7,49.258061,-123.171668,Vancouver,3998000.0,5 bds,5 ba,"2,886 sqft",0,0,0,7,71,3,51,20,0,11,0,0,0,0,1,POINT (-123.171668 49.258061),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
635,1133 Cypress St,V6J3K8,49.275969,-123.147889,Vancouver,5678000.0,4 bds,6 ba,"4,857 sqft",0,0,1,6,48,5,80,38,2,21,0,0,0,0,5,POINT (-123.147889 49.275969),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
636,1603 Matthews Ave,V6J2T1,49.253184,-123.141679,Vancouver,19000000.0,7 bds,8 ba,"8,170 sqft",0,0,1,5,72,1,38,12,1,8,0,0,0,0,3,POINT (-123.141679 49.253184),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
637,1349 E 14th Ave,V5N2C7,49.258053,-123.076418,Vancouver,1898000.0,6 bds,2 ba,"1,917 sqft",0,3,0,7,84,1,66,17,0,22,0,0,0,0,3,POINT (-123.076418 49.258053),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
638,4390 Kaslo St,V5R2B7,49.245353,-123.046751,Vancouver,3651763.0,Studio,1 ba,"2,288 sqft",0,2,0,1,94,0,24,3,0,5,0,0,0,0,1,POINT (-123.046751 49.245353),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
639,3941 W 33rd Ave,V6N2H7,49.242655,-123.19211,Vancouver,2790000.0,5 bds,3 ba,"1,996 sqft",0,0,0,2,38,0,10,1,0,2,0,0,0,0,2,POINT (-123.19211 49.242655),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
640,4655 Rupert St,V5R2J4,49.243016,-123.035931,Vancouver,1399000.0,4 bds,2 ba,"2,200 sqft",0,2,1,4,95,0,48,12,0,13,0,0,0,0,2,POINT (-123.035931 49.243016),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
641,1790 Bayshore Dr PENTHOUSE 3,V6G3G5,49.292365,-123.132616,Vancouver,5499800.0,3 bds,4 ba,"2,528 sqft",0,0,5,12,68,7,192,66,0,45,0,0,0,0,9,POINT (-123.132616 49.292365),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
642,830 E 14th Ave,V5T2N6,49.25763,-123.086523,Vancouver,2498000.0,4 bds,4 ba,"3,299 sqft",1,1,0,5,81,1,64,16,0,12,0,0,0,0,2,POINT (-123.086523 49.25763),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
643,2232 Renfrew St #1,V5M3J7,49.264445,-123.043814,Vancouver,1491000.0,4 bds,3 ba,"1,710 sqft",0,2,1,1,66,0,23,9,0,6,0,0,0,0,0,POINT (-123.043814 49.264445),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
644,1350 W 32nd Ave,V6H2J3,49.243717,-123.136418,Vancouver,11888000.0,8 bds,9 ba,"9,087 sqft",1,0,1,0,63,0,9,12,0,2,0,0,0,0,2,POINT (-123.136418 49.243717),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
645,827 E 16th Ave,V5T2V7,49.256569,-123.086848,Vancouver,2248000.0,3 bds,2 ba,"2,688 sqft",1,1,0,7,82,1,63,16,0,10,0,0,0,0,2,POINT (-123.086848 49.256569),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
646,2408 W 22nd Ave,V6L1L9,49.25243,-123.160486,Vancouver,2938000.0,3 bds,2 ba,"2,279 sqft",0,0,1,6,71,1,20,6,0,6,0,0,0,0,1,POINT (-123.160486 49.25243),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
647,3428 Adanac St #13,V5K5H5,49.2768,-123.030082,Vancouver,989000.0,3 bds,3 ba,"1,404 sqft",0,0,0,0,60,0,10,8,0,3,0,0,0,0,0,POINT (-123.030082 49.2768),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
648,3557 Marshall St,V5N4S2,49.252214,-123.063015,Vancouver,1550000.0,4 bds,2 ba,"1,666 sqft",0,3,0,4,81,1,50,6,0,19,0,0,0,0,3,POINT (-123.063015 49.252214),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
649,1296 W 6th Ave,V6H1A5,49.265875,-123.133367,Vancouver,1199000.0,2 bds,2 ba,"1,105 sqft",1,0,5,8,92,5,112,54,1,34,0,0,0,0,6,POINT (-123.133367 49.265875),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
650,3337 Quesnel Dr,V6S1Z7,49.256448,-123.179346,Vancouver,4299000.0,6 bds,4 ba,"2,555 sqft",0,0,0,7,74,3,53,16,0,12,0,0,0,0,2,POINT (-123.179346 49.256448),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
651,5189 Cambie St #501,V5Z0J4,49.237902,-123.116631,Vancouver,2088000.0,3 bds,3 ba,"1,686 sqft",1,3,3,0,67,0,5,11,0,1,0,0,0,0,1,POINT (-123.116631 49.237902),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
652,1712 E 34th Ave,V5P1A3,49.239055,-123.070827,Vancouver,1998000.0,7 bds,6 ba,"2,421 sqft",0,0,0,10,87,1,67,7,0,10,0,0,0,0,2,POINT (-123.070827 49.239055),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
653,950 Cambie St #2104,V6B5X5,49.27625,-123.117257,Vancouver,1048000.0,2 bds,2 ba,"1,108 sqft",0,9,30,20,167,35,318,184,1,153,0,0,0,0,11,POINT (-123.117257 49.27625),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
654,2658 Waterloo St,V6R3H7,49.262836,-123.179458,Vancouver,2999900.0,5 bds,5 ba,"1,925 sqft",0,0,0,8,72,4,54,20,0,14,0,0,0,0,2,POINT (-123.179458 49.262836),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
655,4955 Somerville St,V5W3H1,49.239699,-123.086055,Vancouver,2099000.0,5 bds,3 ba,"2,381 sqft",0,0,0,3,79,1,28,11,0,7,0,0,0,0,2,POINT (-123.086055 49.239699),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
656,233 Robson St #603,V6B0E8,49.278324,-123.114214,Vancouver,858000.0,3 bds,1 ba,977 sqft,0,9,28,15,157,38,302,175,1,145,0,0,0,0,10,POINT (-123.114214 49.278324),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
657,5350 Balsam St #503,V6M4B4,49.237701,-123.160889,Vancouver,798000.0,2 bds,2 ba,880 sqft,0,0,2,5,64,0,30,13,0,7,0,0,0,0,1,POINT (-123.160889 49.237701),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
658,950 Bidwell St PENTHOUSE 2,V6G2J9,49.288731,-123.136078,Vancouver,1249000.0,2 bds,2 ba,"1,068 sqft",0,0,4,13,69,6,185,67,0,43,0,0,0,0,9,POINT (-123.136078 49.288731),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
659,2817 Clark Dr #201,V5N3H7,49.259353,-123.077979,Vancouver,588000.0,2 bds,2 ba,696 sqft,0,3,0,7,89,1,74,19,0,23,0,0,0,0,3,POINT (-123.077979 49.259353),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
660,3204 Coleridge Ave,V5S3A5,49.225992,-123.038514,Vancouver,1998888.0,3 bds,2 ba,"1,726 sqft",0,0,1,5,89,0,40,10,0,12,0,0,0,0,3,POINT (-123.038514 49.225992),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
661,138 Hastings St E #605,V6A0E6,49.281058,-123.101197,Vancouver,385000.0,1 bd,1 ba,443 sqft,0,6,8,8,128,31,124,77,0,70,0,0,0,0,3,POINT (-123.101197 49.281058),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
662,3379 Heather St,V5Z3K6,49.255423,-123.120533,Vancouver,2650000.0,6 bds,3 ba,"2,386 sqft",2,3,4,6,82,1,92,40,1,17,0,0,0,0,5,POINT (-123.120533 49.255423),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
663,4347 W 9th Ave,V6R2C8,49.264875,-123.204433,Vancouver,4999000.0,5 bds,6 ba,"3,709 sqft",0,0,1,0,47,0,14,4,0,5,0,0,0,0,2,POINT (-123.204433 49.264875),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
664,845 Chilco St #1501,V6G2R2,49.292989,-123.139433,Vancouver,3850000.0,4 bds,3 ba,"2,041 sqft",0,0,0,8,43,4,121,37,0,26,0,0,0,0,6,POINT (-123.139433 49.292989),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
665,3839 W 35th Ave,V6N2N8,49.240746,-123.189258,Vancouver,6388000.0,8 bds,6 ba,"4,545 sqft",0,0,0,2,40,0,10,1,0,2,0,0,0,0,2,POINT (-123.189258 49.240746),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
666,2545 Broadway W #216,V6K2E9,49.264294,-123.163584,Vancouver,999000.0,2 bds,2 ba,858 sqft,0,0,0,10,68,6,83,31,0,10,0,0,0,0,3,POINT (-123.163584 49.264294),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
667,4586 W 8th Ave,V6R2A5,49.265369,-123.211463,Vancouver,2880000.0,5 bds,3 ba,"2,361 sqft",0,0,1,0,41,0,14,4,0,6,0,0,0,0,2,POINT (-123.211463 49.265369),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
668,150 Cordova St E #903,V6A0E7,49.282046,-123.100519,Vancouver,469900.0,Studio,1 ba,519 sqft,0,6,6,7,128,27,114,71,0,68,0,0,0,0,3,POINT (-123.100519 49.282046),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
669,3315 Knight St,V5N3K7,49.255054,-123.076285,Vancouver,1388000.0,3 bds,2 ba,"1,638 sqft",0,3,0,4,81,1,53,12,0,17,0,0,0,0,3,POINT (-123.076285 49.255054),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
670,1077 Cordova St W PENTHOUSE 4201,V6C2C6,49.288396,-123.117833,Vancouver,18880000.0,3 bds,5 ba,"6,041 sqft",0,7,29,12,125,28,262,164,0,110,0,0,0,0,9,POINT (-123.117833 49.288396),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
671,885 Cambie St #2500,V6B0R6,49.277518,-123.116547,Vancouver,9898000.0,5 bds,6 ba,"4,591 sqft",0,9,29,18,164,38,309,185,1,148,0,0,0,0,11,POINT (-123.116547 49.277518),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
672,1050 Chilco St #606,V6G2R8,49.290238,-123.142748,Vancouver,479000.0,1 bd,1 ba,752 sqft,0,0,0,8,37,4,106,27,0,22,0,0,0,0,5,POINT (-123.142748 49.290238),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
673,1222 Victoria Dr,V5L4H3,49.273427,-123.065333,Vancouver,2375000.0,5 bds,4 ba,"2,069 sqft",0,2,0,8,73,6,95,34,0,26,0,0,0,0,4,POINT (-123.065333 49.273427),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
674,1066 Hamilton St #205,V6B2R9,49.276179,-123.120217,Vancouver,949000.0,1 bd,1 ba,"1,002 sqft",0,9,31,20,166,29,332,185,1,144,0,0,0,0,12,POINT (-123.120217 49.276179),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
675,3644 E 28th Ave #3,V5R1T7,49.245106,-123.024899,Vancouver,1299000.0,3 bds,3 ba,"1,609 sqft",0,1,1,2,86,0,33,11,0,12,0,0,0,0,2,POINT (-123.024899 49.245106),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
676,2549 E Kent Ave N,V5S2H7,49.206175,-123.055214,Vancouver,2750000.0,3 bds,4 ba,"3,004 sqft",0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,POINT (-123.055214 49.206175),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
677,1777 Bayshore Dr PENTHOUSE 2,V6G3H2,49.292959,-123.132023,Vancouver,7000000.0,4 bds,4 ba,"3,046 sqft",0,0,5,12,62,6,190,66,0,43,0,0,0,0,9,POINT (-123.132023 49.292959),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
678,1895 E 39th Ave,V5P1H5,49.234713,-123.067314,Vancouver,2588000.0,6 bds,6 ba,"2,776 sqft",0,0,0,9,101,1,59,5,0,12,0,0,0,0,3,POINT (-123.067314 49.234713),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
679,3123 W 27th Ave,V6L1W6,49.248277,-123.174557,Vancouver,3490000.0,4 bds,4 ba,"2,564 sqft",0,0,0,2,49,0,11,2,0,4,0,0,0,0,1,POINT (-123.174557 49.248277),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
680,183 Keefer Pl #904,V6B6B9,49.280356,-123.10826,Vancouver,999999.0,2 bds,2 ba,"1,186 sqft",0,9,22,12,160,38,215,140,0,115,0,0,0,0,8,POINT (-123.10826 49.280356),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
681,2811 W 12th Ave,V6K2R1,49.261638,-123.168606,Vancouver,3658000.0,6 bds,6 ba,"2,887 sqft",0,0,0,9,64,4,58,24,0,10,0,0,0,0,3,POINT (-123.168606 49.261638),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
682,3364 Marquette Cres #439,V5S4K4,49.212937,-123.031175,Vancouver,699900.0,2 bds,2 ba,"1,217 sqft",0,0,0,3,69,0,7,3,0,5,0,0,0,0,1,POINT (-123.031175 49.212937),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
683,6262 Angus Dr,V6M3P3,49.229273,-123.147476,Vancouver,10388000.0,6 bds,7 ba,"5,406 sqft",0,0,1,3,75,0,31,13,0,5,0,0,0,0,1,POINT (-123.147476 49.229273),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
684,625 E 44th Ave,V5W1W4,49.230373,-123.092097,Vancouver,1750000.0,7 bds,6 ba,"3,661 sqft",0,0,0,5,83,0,24,11,0,10,0,0,0,0,2,POINT (-123.092097 49.230373),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
685,3588 Sawmill Cres #101,V5S0E3,49.206218,-123.02787,Vancouver,980000.0,3 bds,3 ba,"1,213 sqft",0,0,0,1,47,0,5,2,0,2,0,0,0,0,0,POINT (-123.02787 49.206218),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
686,1128 Quebec St #1806,V6A4E1,49.274651,-123.101142,Vancouver,1748888.0,3 bds,2 ba,"1,462 sqft",0,3,6,10,141,30,145,77,0,54,0,0,0,0,4,POINT (-123.101142 49.274651),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
687,1386 W 73rd Ave #102,V6P3E8,49.204706,-123.137817,Vancouver,599000.0,2 bds,2 ba,873 sqft,0,1,0,1,45,1,35,12,0,15,0,0,0,0,0,POINT (-123.137817 49.204706),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
688,5058 Joyce St #1208,V5R0J9,49.238596,-123.031047,Vancouver,538000.0,1 bd,1 ba,439 sqft,0,1,1,4,92,0,56,19,0,14,0,0,0,0,3,POINT (-123.031047 49.238596),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
689,6926 Blenheim St,V6N1R9,49.223172,-123.178516,Vancouver,5998000.0,4 bds,5 ba,"3,610 sqft",0,0,0,0,21,0,2,0,0,0,0,0,0,0,1,POINT (-123.178516 49.223172),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
690,1188 Howe St #2303,V6Z2S8,49.278315,-123.12697,Vancouver,798000.0,2 bds,2 ba,805 sqft,0,4,23,19,139,23,310,143,1,115,0,0,0,0,13,POINT (-123.12697 49.278315),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
691,1230 Comox St #303,V6E1K7,49.283365,-123.13222,Vancouver,849900.0,2 bds,2 ba,924 sqft,0,2,9,19,111,19,298,116,0,91,0,0,0,0,11,POINT (-123.13222 49.283365),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
692,983 Hastings St E #202,V6A1P2,49.28134,-123.084033,Vancouver,669000.0,2 bds,1 ba,732 sqft,0,0,0,1,48,2,11,16,0,1,0,0,0,0,0,POINT (-123.084033 49.28134),Strathcona,12000.0,2400.0,2777.0,555.0,1155.0,231.0,8068.0,1614.0
693,1850 Comox St #1206,V6G1R3,49.288968,-123.140776,Vancouver,489000.0,1 bd,1 ba,612 sqft,0,0,0,9,45,5,134,37,0,33,0,0,0,0,6,POINT (-123.140776 49.288968),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
694,1649 W 69th Ave,V6P2W7,49.209824,-123.145369,Vancouver,2588000.0,10 bds,5 ba,"3,478 sqft",0,1,0,2,40,1,27,10,0,7,0,0,0,0,1,POINT (-123.145369 49.209824),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
695,2365 W 3rd Ave #301,V6K1L6,49.269357,-123.159169,Vancouver,998000.0,2 bds,2 ba,"1,047 sqft",0,0,0,9,61,4,86,34,2,16,0,0,0,0,4,POINT (-123.159169 49.269357),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
696,1328 W Pender St #2807,V6E4S9,49.289067,-123.126664,Vancouver,1398000.0,2 bds,2 ba,"1,193 sqft",0,3,17,19,122,20,296,138,0,100,0,0,0,0,15,POINT (-123.126664 49.289067),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
697,1075 W 13th Ave #203,V6H1N1,49.25993,-123.128457,Vancouver,799000.0,2 bds,1 ba,922 sqft,1,0,4,4,84,3,88,40,1,19,0,0,0,0,6,POINT (-123.128457 49.25993),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
698,328 Semlin Dr,V5L0A6,49.281704,-123.063998,Vancouver,1199000.0,3 bds,4 ba,"1,580 sqft",0,0,0,6,52,5,70,27,0,13,0,0,0,0,1,POINT (-123.063998 49.281704),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
699,4535 W 1st Ave,V6R1H7,49.272378,-123.209913,Vancouver,6998000.0,5 bds,5 ba,"4,277 sqft",0,0,1,0,35,0,14,4,0,6,0,0,0,0,2,POINT (-123.209913 49.272378),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
700,2018 E 6th Ave,V5N1P1,49.264772,-123.06343,Vancouver,1349000.0,3 bds,2 ba,"1,115 sqft",0,2,0,7,57,2,76,22,0,26,0,0,0,0,4,POINT (-123.06343 49.264772),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
701,3576 Georgia St E,V5K2L8,49.278003,-123.026556,Vancouver,2198000.0,6 bds,4 ba,"2,232 sqft",0,0,0,2,70,1,18,9,0,5,0,0,0,0,1,POINT (-123.026556 49.278003),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
702,155 E 23rd Ave,V5V1X1,49.250457,-123.102081,Vancouver,2989000.0,4 bds,3 ba,"2,520 sqft",1,0,1,7,79,1,102,33,0,20,0,0,0,0,2,POINT (-123.102081 49.250457),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
703,1450 Pennyfarthing Dr #1003,V6J4X8,49.272062,-123.141305,Vancouver,1148000.0,2 bds,2 ba,"1,300 sqft",0,0,3,7,78,5,117,56,2,43,0,0,0,0,5,POINT (-123.141305 49.272062),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
704,1530 W 8th Ave #805,V6J5M6,49.264277,-123.139811,Vancouver,1885000.0,2 bds,3 ba,"1,462 sqft",0,0,2,4,69,3,94,46,2,26,0,0,0,0,5,POINT (-123.139811 49.264277),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
