,street address,latitude,longitude,neighbourhood,Income_Class,Crime_Class
315,8 chipper cres,43.73989,-79.259144,eglinton east,Low Class,Moderate Crime
316,3 chilcot ave,43.713267,-79.551602,elms old rexdale,Low Class,Moderate Crime
317,56 grierson rd,43.715143,-79.545919,elms old rexdale,Low Class,Moderate Crime
318,2476  islington ave,43.728461,-79.56107,elms old rexdale,Low Class,Moderate Crime
319,110 allenby ave,43.713629,-79.544542,elms old rexdale,Low Class,Moderate Crime
320,36 boniface avenue,43.713563,-79.548718,elms old rexdale,Low Class,Moderate Crime
321,88 turtle island rd #5,43.722474,-79.444115,englemount lawrence,Moderate Class,Moderate Crime
322,55 lynnhaven rd,43.721312,-79.439612,englemount lawrence,Moderate Class,Moderate Crime
323,130 neptune dr #607,43.730295,-79.441115,englemount lawrence,Moderate Class,Moderate Crime
324,106 varna dr #townhouse 10,43.723122,-79.445784,englemount lawrence,Moderate Class,Moderate Crime
325,136 regina ave,43.725842,-79.442193,englemount lawrence,Moderate Class,Moderate Crime
326,43 millburn dr,43.663271,-79.56261,eringate centennial west deane,Moderate Class,Moderate Crime
327,335 mill rd #703,43.639973,-79.584581,eringate centennial west deane,Moderate Class,Moderate Crime
328,76 dalegrove cres,43.672876,-79.566173,eringate centennial west deane,Moderate Class,Moderate Crime
329,36 summerfield cres,43.660051,-79.572874,eringate centennial west deane,Moderate Class,Moderate Crime
330,1009 - 714 the west mall w,43.655688,-79.57154,eringate centennial west deane,Moderate Class,Moderate Crime
331,17 zorra st #701,43.621292,-79.52083,etobicoke city centre,Moderate Class,Moderate Crime
332,5 mabelle ave #2328,43.646719,-79.525449,etobicoke city centre,Moderate Class,Moderate Crime
333,235 sherway gardens rd #2010,43.609301,-79.559016,etobicoke city centre,Moderate Class,Moderate Crime
334,30 fieldway rd #98,43.642292,-79.528276,etobicoke city centre,Moderate Class,Moderate Crime
335,1195 the queensway e #102,43.621626,-79.522481,etobicoke city centre,Moderate Class,Moderate Crime
336,53 lynnford dr,43.633447,-79.553653,etobicoke city centre,Moderate Class,Moderate Crime
337,9 michael power pl e #615,43.644663,-79.529405,etobicoke city centre,Moderate Class,Moderate Crime
338,1233 - 35 viking lane,43.639707,-79.535225,etobicoke city centre,Moderate Class,Moderate Crime
339,8 - 275 van dusen boulevard,43.63981,-79.529475,etobicoke city centre,Moderate Class,Moderate Crime
340,1202 islington ave,43.643159,-79.523086,etobicoke city centre,Moderate Class,Moderate Crime
341,2405 - 36 zorra st,43.619778,-79.521779,etobicoke city centre,Moderate Class,Moderate Crime
342,412 - 17 zorra st,43.621925,-79.522357,etobicoke city centre,Moderate Class,Moderate Crime
343,317 - 1 michael power pl,43.644648,-79.530789,etobicoke city centre,Moderate Class,Moderate Crime
344,209 - 17 zorra st,43.621925,-79.522357,etobicoke city centre,Moderate Class,Moderate Crime
345,21 groverdale rd,43.650171,-79.575026,etobicoke west mall,Moderate Class,Moderate Crime
346,10 eva rd #601,43.641355,-79.562771,etobicoke west mall,Moderate Class,Moderate Crime
347,1205 - 6 eva rd,43.639707,-79.563077,etobicoke west mall,Moderate Class,Moderate Crime
348,10 deerlick ct #518,43.759433,-79.332085,fenside parkwoods,Low Class,Moderate Crime
349,70 pynford cres,43.758039,-79.318002,fenside parkwoods,Low Class,Moderate Crime
350,301 - 1350 york mills rd,43.763222,-79.319141,fenside parkwoods,Low Class,Moderate Crime
351,1602 - 10 deerlick crt,43.759433,-79.332085,fenside parkwoods,Low Class,Moderate Crime
352,2 sonic way #1708,43.719497,-79.336408,flemingdon park,Low Class,Moderate Crime
353,10 gateway blvd #402,43.709781,-79.332708,flemingdon park,Low Class,Moderate Crime
354,10 edgecliff golfway #317,43.719222,-79.326516,flemingdon park,Low Class,Moderate Crime
355,2809 - 2 sonic way,43.719497,-79.336408,flemingdon park,Low Class,Moderate Crime
356,1408 - 725 don mills rd,43.711436,-79.333347,flemingdon park,Low Class,Moderate Crime
357,1507 - 60 pavane linkway,43.711279,-79.322982,flemingdon park,Low Class,Moderate Crime
358,uph106 - 797 don mills rd,43.7195,-79.337719,flemingdon park,Low Class,Moderate Crime
359,740 eglinton ave w #301,43.702079,-79.421814,forest hill north,Moderate Class,Moderate Crime
360,590 briar hill ave,43.709509,-79.420538,forest hill north,Moderate Class,Moderate Crime
361,8 park hill road,43.698945,-79.437815,forest hill north,Moderate Class,Moderate Crime
362,84 old forest hill rd,43.698984,-79.418189,forest hill south,High Class,Moderate Crime
363,5 dewbourne ave,43.699375,-79.420442,forest hill south,High Class,Moderate Crime
364,101 dunloe rd,43.696392,-79.413647,forest hill south,High Class,Moderate Crime
365,314 rosemary rd,43.696839,-79.421627,forest hill south,High Class,Moderate Crime
366,474 russell hill rd,43.697789,-79.413426,forest hill south,High Class,Moderate Crime
367,253 dunvegan rd,43.699453,-79.414977,forest hill south,High Class,Moderate Crime
368,302 richview ave,43.695952,-79.422548,forest hill south,High Class,Moderate Crime
369,23 dewbourne ave,43.699157,-79.423254,forest hill south,High Class,Moderate Crime
370,32 ava rd,43.697906,-79.421226,forest hill south,High Class,Moderate Crime
371,217 richview ave,43.695007,-79.421605,forest hill south,High Class,Moderate Crime
372,80 old forest hill rd,43.698893,-79.417749,forest hill south,High Class,Moderate Crime
373,173 dunvegan rd,43.696803,-79.408729,forest hill south,High Class,Moderate Crime
374,335 lonsdale rd #406,43.68827,-79.413549,forest hill south,High Class,Moderate Crime
375,67 hillholm rd,43.697374,-79.411721,forest hill south,High Class,Moderate Crime
376,293 chaplin cres,43.701923,-79.415895,forest hill south,High Class,Moderate Crime
377,30 western battery rd #316,43.639688,-79.412489,fort york liberty village,High Class,Moderate Crime
378,600 fleet st #717,43.636698,-79.400078,fort york liberty village,High Class,Moderate Crime
379,21 grand magazine st #1907,43.636466,-79.402056,fort york liberty village,High Class,Moderate Crime
380,215 fort york blvd #301,43.636466,-79.404588,fort york liberty village,High Class,Moderate Crime
381,125 western battery rd #2207,43.639868,-79.416734,fort york liberty village,High Class,Moderate Crime
382,86 sloping sky mews #townhouse 6,43.636887,-79.403026,fort york liberty village,High Class,Moderate Crime
383,19 western battery rd #1803,43.63957,-79.411329,fort york liberty village,High Class,Moderate Crime
384,50 bruyeres mews #718,43.637658,-79.402351,fort york liberty village,High Class,Moderate Crime
385,50 ordnance st #1703,43.639789,-79.409842,fort york liberty village,High Class,Moderate Crime
386,650 queens quay w #921,43.635702,-79.398839,fort york liberty village,High Class,Moderate Crime
387,19 western battery rd #2310,43.63957,-79.411329,fort york liberty village,High Class,Moderate Crime
388,826 - 35 bastion st,43.637197,-79.403572,fort york liberty village,High Class,Moderate Crime
389,3002 - 20 bruyeres mews,43.637552,-79.4008,fort york liberty village,High Class,Moderate Crime
390,413 - 600 fleet st w,43.636698,-79.400078,fort york liberty village,High Class,Moderate Crime
391,824 - 231 fort york blvd,43.636971,-79.406075,fort york liberty village,High Class,Moderate Crime
392,301 - 200 manitoba street,43.634873,-79.420868,fort york liberty village,High Class,Moderate Crime
393,512 - 55 east liberty,43.638615,-79.412742,fort york liberty village,High Class,Moderate Crime
394,1906 - 55 east liberty street,43.638615,-79.412742,fort york liberty village,High Class,Moderate Crime
395,741 - 38 iannuzzi st,43.637143,-79.401524,fort york liberty village,High Class,Moderate Crime
396,606 - 219 fort york blvd,43.636659,-79.405582,fort york liberty village,High Class,Moderate Crime
397,1510 - 19 western battery rd,43.63957,-79.411329,fort york liberty village,High Class,Moderate Crime
398,77 magellan dr,43.736555,-79.508517,glenfield jane heights,Low Class,Moderate Crime
399,21 mayberry rd,43.741518,-79.518308,glenfield jane heights,Low Class,Moderate Crime
400,70 watney cres,43.744208,-79.504555,glenfield jane heights,Low Class,Moderate Crime
401,86 blossom cres,43.750556,-79.524858,glenfield jane heights,Low Class,Moderate Crime
402,48 gondola cres,43.767244,-79.209421,golfdale cedarbrae woburn,Low Class,Moderate Crime
403,64 chandler dr,43.765412,-79.220644,golfdale cedarbrae woburn,Low Class,Moderate Crime
404,42 mossbank dr,43.765598,-79.212505,golfdale cedarbrae woburn,Low Class,Moderate Crime
405,524 scarborough golf club rd,43.760083,-79.215919,golfdale cedarbrae woburn,Low Class,Moderate Crime
406,7 wortham dr,43.762929,-79.224939,golfdale cedarbrae woburn,Low Class,Moderate Crime
407,lph 01 - 10 meadowglen pl,43.774291,-79.229879,golfdale cedarbrae woburn,Low Class,Moderate Crime
408,718 - 30 meadowglen pl,43.774774,-79.230498,golfdale cedarbrae woburn,Low Class,Moderate Crime
409,407 - 10 meadowglen pl,43.774291,-79.229879,golfdale cedarbrae woburn,Low Class,Moderate Crime
410,203 parkmount rd,43.682084,-79.32556,greenwood coxwell,Moderate Class,Moderate Crime
411,191 parkmount rd,43.681804,-79.325548,greenwood coxwell,Moderate Class,Moderate Crime
412,62 kent rd,43.667307,-79.321014,greenwood coxwell,Moderate Class,Moderate Crime
413,10 - 1321 gerrard st e,43.67114,-79.326224,greenwood coxwell,Moderate Class,Moderate Crime
414,229 craven rd,43.669466,-79.319759,greenwood coxwell,Moderate Class,Moderate Crime
415,302 - 36 zorra st,43.663368,-79.324904,greenwood coxwell,Moderate Class,Moderate Crime
416,69 laing street,43.663451,-79.3269,greenwood coxwell,Moderate Class,Moderate Crime
417,244 ashdale ave,43.671462,-79.32173,greenwood coxwell,Moderate Class,Moderate Crime
418,1313 gerrard st e,43.671078,-79.326558,greenwood coxwell,Moderate Class,Moderate Crime
419,41 dearham wood,43.752788,-79.189511,guildwood,Moderate Class,Moderate Crime
420,55 regency sq,43.752281,-79.194912,guildwood,Moderate Class,Moderate Crime
421,423 guildwood pkwy,43.750362,-79.185067,guildwood,Moderate Class,Moderate Crime
422,824 - 10 guildwood pkwy s,43.749924,-79.205,guildwood,Moderate Class,Moderate Crime
423,17 bathurst st #4205,43.637435,-79.398908,harbourfront cityplace,Moderate Class,Moderate Crime
424,270 queens quay w #805,43.639173,-79.386389,harbourfront cityplace,Moderate Class,Moderate Crime
425,260 queens quay w #1304,43.63928,-79.385715,harbourfront cityplace,Moderate Class,Moderate Crime
426,38 dan leckie way #2209,43.637492,-79.398104,harbourfront cityplace,Moderate Class,Moderate Crime
427,8 telegram mews #622,43.640493,-79.394916,harbourfront cityplace,Moderate Class,Moderate Crime
428,21 iceboat ter penthouse 10,43.640393,-79.397362,harbourfront cityplace,Moderate Class,Moderate Crime
429,10 capreol ct #902,43.640268,-79.396014,harbourfront cityplace,Moderate Class,Moderate Crime
430,11 brunel ct #5005,43.639441,-79.393173,harbourfront cityplace,Moderate Class,Moderate Crime
431,208 queens quay w #511,43.64009,-79.381499,harbourfront cityplace,Moderate Class,Moderate Crime
432,75 queens wharf rd #3901,43.63836,-79.398657,harbourfront cityplace,Moderate Class,Moderate Crime
433,25 lower simcoe st #318,43.641411,-79.383308,harbourfront cityplace,Moderate Class,Moderate Crime
434,38 dan leckie way #1607,43.637492,-79.398104,harbourfront cityplace,Moderate Class,Moderate Crime
435,501 - 2045 lake shore blvd w,43.637539,-79.399222,harbourfront cityplace,Moderate Class,Moderate Crime
436,3306 - 14 york st,43.641931,-79.381365,harbourfront cityplace,Moderate Class,Moderate Crime
437,3202 - 8 york st,43.640486,-79.380812,harbourfront cityplace,Moderate Class,Moderate Crime
438,600 queens quay w sph22,43.636856,-79.397245,harbourfront cityplace,Moderate Class,Moderate Crime
439,1508 - 4 spadina ave,43.640736,-79.393521,harbourfront cityplace,Moderate Class,Moderate Crime
440,102 george henry blvd #15,43.77432,-79.348116,henry farm,Moderate Class,Moderate Crime
441,52 forest manor rd #521,43.772384,-79.344395,henry farm,Moderate Class,Moderate Crime
442,30 herons hill way #506,43.774938,-79.335458,henry farm,Moderate Class,Moderate Crime
443,32 forest manor rd #416,43.771726,-79.344794,henry farm,Moderate Class,Moderate Crime
444,702 - 20 forest manor rd,43.772715,-79.344591,henry farm,Moderate Class,Moderate Crime
445,ph63 - 60 ann o'reilly rd,43.774367,-79.329418,henry farm,Moderate Class,Moderate Crime
446,579 indian rd,43.65804,-79.456608,high park north,Moderate Class,Moderate Crime
447,194 clendenan ave,43.656977,-79.471809,high park north,Moderate Class,Moderate Crime
448,901 - 100 quebec ave,43.655658,-79.46824,high park north,Moderate Class,Moderate Crime
449,11 prince rupert ave,43.658463,-79.453849,high park north,Moderate Class,Moderate Crime
450,118 high park ave,43.657524,-79.467411,high park north,Moderate Class,Moderate Crime
451,1811 - 100 quebec ave,43.655658,-79.46824,high park north,Moderate Class,Moderate Crime
452,284 ellis ave,43.645729,-79.472703,high park swansea,High Class,Moderate Crime
453,133 westminster ave,43.646774,-79.450533,high park swansea,High Class,Moderate Crime
454,248 garden ave,43.6432,-79.450769,high park swansea,High Class,Moderate Crime
455,48 coe hill dr,43.639264,-79.469882,high park swansea,High Class,Moderate Crime
456,25 boustead ave,43.653133,-79.452791,high park swansea,High Class,Moderate Crime
457,155 grenadier rd,43.648363,-79.45151,high park swansea,High Class,Moderate Crime
458,9 windermere ave #townhouse 94,43.636805,-79.468161,high park swansea,High Class,Moderate Crime
459,277 indian rd,43.652109,-79.455322,high park swansea,High Class,Moderate Crime
460,316 - 60 southport st,43.638786,-79.473838,high park swansea,High Class,Moderate Crime
461,702 - 4 the kingsway,43.635076,-79.472421,high park swansea,High Class,Moderate Crime
462,603 - 430 roncesvalles ave,43.651984,-79.451509,high park swansea,High Class,Moderate Crime
463,29 tarsus cres,43.79372,-79.183513,highland creek,Moderate Class,Moderate Crime
464,30 houndtrail dr,43.796435,-79.183864,highland creek,Moderate Class,Moderate Crime
465,129 clansman blvd,43.802346,-79.361476,hillcrest village,Moderate Class,Moderate Crime
466,25 janus ct,43.807397,-79.369761,hillcrest village,Moderate Class,Moderate Crime
467,91 hollyberry tr,43.80804,-79.348956,hillcrest village,Moderate Class,Moderate Crime
468,210 - 4600 steeles ave e,43.811125,-79.360784,hillcrest village,Moderate Class,Moderate Crime
469,70 annie craig dr #4802,43.624739,-79.478962,humber bay shores,Moderate Class,Moderate Crime
470,80 palace pier ct #101,43.630714,-79.474027,humber bay shores,Moderate Class,Moderate Crime
471,36 park lawn rd #203,43.623467,-79.484321,humber bay shores,Moderate Class,Moderate Crime
472,200 manitoba st #210,43.623676,-79.492078,humber bay shores,Moderate Class,Moderate Crime
473,58 marine parade dr #1110,43.627469,-79.477128,humber bay shores,Moderate Class,Moderate Crime
474,33 shore breeze dr e #1208,43.623886,-79.479223,humber bay shores,Moderate Class,Moderate Crime
475,2200 lake shore blvd w #818,43.622743,-79.481934,humber bay shores,Moderate Class,Moderate Crime
476,59 annie craig dr #3604,43.624949,-79.478244,humber bay shores,Moderate Class,Moderate Crime
477,59 annie craig dr #1003,43.624949,-79.478244,humber bay shores,Moderate Class,Moderate Crime
478,16 brookers ln #2207,43.62693,-79.47851,humber bay shores,Moderate Class,Moderate Crime
479,70 annie craig dr #807,43.624739,-79.478962,humber bay shores,Moderate Class,Moderate Crime
480,3 marine parade dr #808,43.630233,-79.47622,humber bay shores,Moderate Class,Moderate Crime
481,1301 - 10 park lawn rd,43.623213,-79.483931,humber bay shores,Moderate Class,Moderate Crime
482,2107 - 1 palace pier crt,43.631482,-79.472638,humber bay shores,Moderate Class,Moderate Crime
483,1504 - 56 annie craig dr,43.625363,-79.478731,humber bay shores,Moderate Class,Moderate Crime
484,908 - 65 annie craig drive,43.624631,-79.478535,humber bay shores,Moderate Class,Moderate Crime
485,1004 - 10 park lawn rd,43.623213,-79.483931,humber bay shores,Moderate Class,Moderate Crime
486,ph17 - 2111 lake shore blvd w,43.628942,-79.477778,humber bay shores,Moderate Class,Moderate Crime
487,811 - 33 shore breeze drive,43.623886,-79.479223,humber bay shores,Moderate Class,Moderate Crime
488,804 - 2045 lake shore blvd w,43.6315,-79.474516,humber bay shores,Moderate Class,Moderate Crime
489,507 - 2045 lake shore blvd w,43.6315,-79.474516,humber bay shores,Moderate Class,Moderate Crime
490,lph3704 - 33 shore breeze dr,43.623886,-79.479223,humber bay shores,Moderate Class,Moderate Crime
491,2206 - 90 park lawn road,43.624401,-79.485288,humber bay shores,Moderate Class,Moderate Crime
492,3408 - 16 brookers lane,43.6273,-79.47901,humber bay shores,Moderate Class,Moderate Crime
493,804 - 3 marine parade dr,43.630233,-79.47622,humber bay shores,Moderate Class,Moderate Crime
494,13 riverlea rd,43.699382,-79.522934,humber heights westmount,Moderate Class,Moderate Crime
495,681 scarlett rd,43.694225,-79.51913,humber heights westmount,Moderate Class,Moderate Crime
496,1607 - 40 richview road,43.685509,-79.512472,humber heights westmount,Moderate Class,Moderate Crime
497,47 cherrylawn ave,43.752537,-79.559192,humber summit,Low Class,Moderate Crime
498,26 dellbrook crescent,43.755306,-79.573696,humber summit,Low Class,Moderate Crime
499,44 anthia dr,43.763438,-79.573234,humber summit,Low Class,Moderate Crime
500,43 florida cres,43.735016,-79.543367,humbermede,Low Class,Moderate Crime
501,2034 - 3043 finch ave,43.746064,-79.563237,humbermede,Low Class,Moderate Crime
502,25 windhill cres,43.746687,-79.543139,humbermede,Low Class,Moderate Crime
503,2208 - 1900 sheppard ave e,43.735924,-79.529835,humbermede,Low Class,Moderate Crime
504,2508 - 88 sheppard ave e,43.734151,-79.537839,humbermede,Low Class,Moderate Crime
505,168 pinewood ave,43.688172,-79.427079,humewood cedarvale,Moderate Class,Moderate Crime
506,561 arlington ave,43.694701,-79.434216,humewood cedarvale,Moderate Class,Moderate Crime
507,1707 - 2020 bathrust st,43.700578,-79.425623,humewood cedarvale,Moderate Class,Moderate Crime
508,2 - 7 warwick ave,43.694839,-79.42456,humewood cedarvale,Moderate Class,Moderate Crime
509,ph 16 - 2020 bathurst st,43.700578,-79.425623,humewood cedarvale,Moderate Class,Moderate Crime
510,9 valhalla inn rd #501,43.639837,-79.559418,islington,Moderate Class,Moderate Crime
511,1 oregon trl,43.639976,-79.552582,islington,Moderate Class,Moderate Crime
512,11 park manor dr,43.650254,-79.557219,islington,Moderate Class,Moderate Crime
513,7 appleby ct,43.654048,-79.549576,islington,Moderate Class,Moderate Crime
514,364 the east mall #243,43.642465,-79.559589,islington,Moderate Class,Moderate Crime
515,62 martin grove rd,43.643724,-79.547155,islington,Moderate Class,Moderate Crime
516,38 smithwood dr,43.643535,-79.552893,islington,Moderate Class,Moderate Crime
517,501 - 9 valhalla inn rd,43.641041,-79.559565,islington,Moderate Class,Moderate Crime
518,163 brickworks ln,43.675475,-79.468816,junction area,Moderate Class,Moderate Crime
519,303 maria st,43.666219,-79.482138,junction area,Moderate Class,Moderate Crime
520,95 vine ave,43.66645,-79.468112,junction area,Moderate Class,Moderate Crime
521,241 b evelyn ave,43.662514,-79.475521,junction area,Moderate Class,Moderate Crime
522,30 northland ave,43.678734,-79.47552,junction area,Moderate Class,Moderate Crime
523,131 brickworks ln #bl131,43.67497,-79.468291,junction area,Moderate Class,Moderate Crime
524,37 vine ave,43.66642,-79.466366,junction area,Moderate Class,Moderate Crime
525,203 medland st,43.66441,-79.466577,junction area,Moderate Class,Moderate Crime
526,105 - 7 watkinson avenue,43.665107,-79.460013,junction area,Moderate Class,Moderate Crime
527,193 brickworks lane,43.675683,-79.469543,junction area,Moderate Class,Moderate Crime
528,3142 dundas st w,43.665722,-79.474679,junction area,Moderate Class,Moderate Crime
529,63 ward st,43.664115,-79.446402,junction wallace emerson,Moderate Class,Moderate Crime
530,816 lansdowne ave #1015,43.665661,-79.447378,junction wallace emerson,Moderate Class,Moderate Crime
531,31 antler st,43.663867,-79.44993,junction wallace emerson,Moderate Class,Moderate Crime
532,816 lansdowne ave #216,43.665661,-79.447378,junction wallace emerson,Moderate Class,Moderate Crime
533,1285 dupont st #2301,43.667732,-79.442661,junction wallace emerson,Moderate Class,Moderate Crime
534,1438a dufferin st,43.67111,-79.440411,junction wallace emerson,Moderate Class,Moderate Crime
535,33 edwin ave,43.662925,-79.454429,junction wallace emerson,Moderate Class,Moderate Crime
536,216 wallace ave,43.662268,-79.445568,junction wallace emerson,Moderate Class,Moderate Crime
537,206 brandon ave,43.668907,-79.447512,junction wallace emerson,Moderate Class,Moderate Crime
538,1474 dufferin st,43.672404,-79.441026,junction wallace emerson,Moderate Class,Moderate Crime
539,147 cameron ave,43.689775,-79.471368,keelesdale eglinton west,Low Class,Moderate Crime
540,112 laurel ave,43.72521,-79.258113,kennedy park,Low Class,Moderate Crime
541,850 danforth rd,43.726901,-79.253184,kennedy park,Low Class,Moderate Crime
542,195 mccaul st #909,43.6567,-79.392206,kensington chinatown,Moderate Class,Moderate Crime
543,78 carr st #townhouse 32,43.649695,-79.403974,kensington chinatown,Moderate Class,Moderate Crime
544,488 university ave #2507,43.655154,-79.38905,kensington chinatown,Moderate Class,Moderate Crime
545,1901 - 195 mccaul st,43.6567,-79.392206,kensington chinatown,Moderate Class,Moderate Crime
546,ph16 - 80 vanauley st,43.649677,-79.399231,kensington chinatown,Moderate Class,Moderate Crime
547,161 august avenue,43.652934,-79.401168,kensington chinatown,Moderate Class,Moderate Crime
548,2006 - 238 simcoe street,43.653695,-79.389079,kensington chinatown,Moderate Class,Moderate Crime
549,320 dixon rd #506,43.696822,-79.552528,kingsview village the westway,Low Class,Moderate Crime
550,20 fletcher pl,43.6912,-79.546078,kingsview village the westway,Low Class,Moderate Crime
551,114 saskatoon dr,43.69309,-79.544397,kingsview village the westway,Low Class,Moderate Crime
552,330 dixon rd #2705,43.695777,-79.553152,kingsview village the westway,Low Class,Moderate Crime
553,340 dixon rd #1508,43.695609,-79.553852,kingsview village the westway,Low Class,Moderate Crime
554,32 windsor rd,43.699963,-79.556916,kingsview village the westway,Low Class,Moderate Crime
555,703 - 320 dixon rd,43.695333,-79.554061,kingsview village the westway,Low Class,Moderate Crime
556,112 stapleton dr,43.688736,-79.546318,kingsview village the westway,Low Class,Moderate Crime
557,11 kingsway cres,43.653748,-79.504572,kingsway south,High Class,Moderate Crime
558,1001 - 30 old mill rd,43.651158,-79.492337,kingsway south,High Class,Moderate Crime
559,32 highgate rd,43.652373,-79.517571,kingsway south,High Class,Moderate Crime
560,65 huntingdale blvd unit 1507,43.795184,-79.324378,l amoreaux west,Low Class,Moderate Crime
561,2800 warden ave #1004,43.795721,-79.315724,l amoreaux west,Low Class,Moderate Crime
562,3151 bridletowne cir #1901,43.797559,-79.319846,l amoreaux west,Low Class,Moderate Crime
563,73 pettibone sq,43.798185,-79.329407,l amoreaux west,Low Class,Moderate Crime
564,3 thornhill ave,43.65734,-79.488801,lambton baby point,High Class,Moderate Crime
565,4978 yonge st unit 1911,43.76562,-79.412725,lansing westgate,Moderate Class,Moderate Crime
566,9 bogert ave #2801,43.760385,-79.411435,lansing westgate,Moderate Class,Moderate Crime
567,78 cameron ave,43.75622,-79.415729,lansing westgate,Moderate Class,Moderate Crime
568,108 sandringham dr,43.746887,-79.420259,lansing westgate,Moderate Class,Moderate Crime
569,165 armour blvd,43.742751,-79.430794,lansing westgate,Moderate Class,Moderate Crime
570,70 don river boulevard,43.758226,-79.433172,lansing westgate,Moderate Class,Moderate Crime
571,14 franklin ave,43.756456,-79.41058,lansing westgate,Moderate Class,Moderate Crime
572,175 teddington park ave,43.734233,-79.396869,lawrence park north,High Class,Moderate Crime
573,195 brookdale ave,43.728471,-79.409622,lawrence park north,High Class,Moderate Crime
574,100 roe ave,43.733405,-79.41572,lawrence park north,High Class,Moderate Crime
575,200 snowdon ave,43.732815,-79.396728,lawrence park north,High Class,Moderate Crime
576,64 glengowan rd,43.721159,-79.392357,lawrence park south,High Class,Moderate Crime
577,58 lytton blvd,43.71588,-79.403981,lawrence park south,High Class,Moderate Crime
578,1 strathgowan ave #403,43.718724,-79.400268,lawrence park south,High Class,Moderate Crime
579,812 duplex ave,43.718239,-79.403956,lawrence park south,High Class,Moderate Crime
580,170 strathallan blvd,43.714008,-79.417412,lawrence park south,High Class,Moderate Crime
581,185 dawlish ave,43.722026,-79.390921,lawrence park south,High Class,Moderate Crime
582,488 roselawn ave,43.70797,-79.414299,lawrence park south,High Class,Moderate Crime
583,205 - 2550 lawrence ave e,43.727297,-79.391084,lawrence park south,High Class,Moderate Crime
584,159 cortleigh blvd,43.712703,-79.412436,lawrence park south,High Class,Moderate Crime
585,2 garden cir,43.694975,-79.375138,leaside bennington,High Class,Moderate Crime
586,100 glenvale blvd,43.717745,-79.371309,leaside bennington,High Class,Moderate Crime
587,272 rumsey rd,43.712369,-79.369841,leaside bennington,High Class,Moderate Crime
588,319 laird dr,43.716006,-79.365486,leaside bennington,High Class,Moderate Crime
589,161 parkhurst blvd,43.710267,-79.365619,leaside bennington,High Class,Moderate Crime
590,612 - 3237 bayview ave,43.684212,-79.365215,leaside bennington,High Class,Moderate Crime
591,36 lisgar st #1010,43.641739,-79.423316,little portugal,Moderate Class,Moderate Crime
592,43 rusholme rd,43.650755,-79.426961,little portugal,Moderate Class,Moderate Crime
593,20 gladstone ave #417,43.643481,-79.427721,little portugal,Moderate Class,Moderate Crime
594,36 lisgar st #708w,43.641739,-79.423316,little portugal,Moderate Class,Moderate Crime
595,68 abell st unit 1001,43.642434,-79.424538,little portugal,Moderate Class,Moderate Crime
596,1005 - 8 dovercourt rd,43.641637,-79.421844,little portugal,Moderate Class,Moderate Crime
597,418 - 150 sudbury st,43.641504,-79.424224,little portugal,Moderate Class,Moderate Crime
598,th1 - 51 florence st,43.64541,-79.431799,little portugal,Moderate Class,Moderate Crime
599,27 alma dr,43.644524,-79.429162,little portugal,Moderate Class,Moderate Crime
600,512w - 36 lisgar st,43.646563,-79.425062,little portugal,Moderate Class,Moderate Crime
601,3865 lake shore blvd w #217,43.589859,-79.545165,long branch,Moderate Class,Moderate Crime
602,3845 lake shore blvd w unit 1601,43.590672,-79.544208,long branch,Moderate Class,Moderate Crime
603,399 lake promenade,43.586922,-79.539539,long branch,Moderate Class,Moderate Crime
604,16 muskoka ave,43.59184,-79.532076,long branch,Moderate Class,Moderate Crime
605,40 exmoor dr,43.592477,-79.543761,long branch,Moderate Class,Moderate Crime
606,67 lake promenade,43.590523,-79.522767,long branch,Moderate Class,Moderate Crime
607,79 elder avenue,43.598997,-79.527244,long branch,Moderate Class,Moderate Crime
608,21 - 115 long branch ave,43.591894,-79.532985,long branch,Moderate Class,Moderate Crime
609,3 dailing gate,43.791382,-79.22969,malvern east,Low Class,Moderate Crime
610,11 carisbrooke sq,43.81623,-79.214484,malvern east,Low Class,Moderate Crime
611,84 chad cres,43.814889,-79.209796,malvern east,Low Class,Moderate Crime
612,200 murison blvd unit 67,43.800088,-79.202935,malvern east,Low Class,Moderate Crime
613,8 rosebank dr #7h,43.791844,-79.237284,malvern east,Low Class,Moderate Crime
614,102 pennyhill dr,43.813775,-79.216708,malvern east,Low Class,Moderate Crime
615,28 rosebank dr #1009,43.792518,-79.235348,malvern east,Low Class,Moderate Crime
616,15 sewells rd #410,43.806694,-79.217112,malvern east,Low Class,Moderate Crime
617,113 burrows hall blvd,43.791652,-79.231091,malvern east,Low Class,Moderate Crime
618,21 tinbury pl,43.793992,-79.225331,malvern east,Low Class,Moderate Crime
619,27 burkwood cres,43.802005,-79.213927,malvern east,Low Class,Moderate Crime
620,2 dailing gate #19,43.791144,-79.229702,malvern east,Low Class,Moderate Crime
621,8 rosebank dr #16h,43.791844,-79.237284,malvern east,Low Class,Moderate Crime
622,705 - 28 rosebank dr,43.792518,-79.235348,malvern east,Low Class,Moderate Crime
623,15 lenthall ave,43.797531,-79.238536,malvern west,Low Class,Moderate Crime
624,66 loradeen cres,43.81339,-79.232371,malvern west,Low Class,Moderate Crime
625,231 falstaff ave,43.718179,-79.490279,maple leaf,Low Class,Moderate Crime
626,21 treelawn pkwy,43.711385,-79.470803,maple leaf,Low Class,Moderate Crime
627,300 mill rd #a31,43.638084,-79.583984,markland wood,Moderate Class,Moderate Crime
