Street address,City,State,Zip/Postal Code,Country,Latitude,Longitude,Neighbourhood,Region
10 Greenyards Dr,Toronto,ON,M2M2R6,Canada,43.79625,-79.40879,Newtonbrook,North York
23 Elba Ave,Toronto,ON,M1L4E9,Canada,43.699375,-79.274278,Clairlea,Scarborough
24 Sophia Dr, Toronto,ON,M1H1Z4,Canada,43.762867,-79.227694,Cedarbrae,Scarborough
1 Strathgowan Ave #403, Toronto,ON,M4N0B3,Canada,43.718724,-79.400268,Lawrence Park,Central Toronto
501 Adelaide St W #909, Toronto,ON,M5V0R3,Canada,43.645422,-79.401295,CN Tower,Downtown Toronto
15 Helmsdale Cres, Toronto,ON,M9V3X8,Canada,43.747239,-79.603316,Albion Gardens,Etobicoke
55 Deanscroft Sq, Toronto,ON,M1E4W8,Canada,43.764897,-79.176426,Guildwood,Scarborough
191 Parkmount Rd, Toronto,ON,M4J4V5,Canada,43.681804,-79.325548,East Toronto,East York
21 Iceboat Ter PENTHOUSE 10, Toronto,ON,M5V4A9,Canada,43.640393,-79.397362,CN Tower,Downtown Toronto
78 Carr St #TOWNHOUSE 32, Toronto,ON,M5T1B7,Canada,43.649695,-79.403974,Chinatown,Downtown Toronto
650 Sheppard Ave E #215, Toronto,ON,M2K3E4,Canada,43.768577,-79.381429,Bayview Village,North York
1778 Dufferin St, Toronto,ON,M6E3P4,Canada,43.680272,-79.444278,Caledonia-Fairbanks,York
33 Shore Breeze Dr E #1208, Toronto,ON,M8V0G1,Canada,43.623886,-79.479223,Humber Bay Shores,Etobicoke
24 Coventry St, Toronto,ON,M1L0H1,Canada,43.692746,-79.276677,Clairlea,Scarborough
21 Groverdale Rd, Toronto,ON,M9C3M7,Canada,43.650171,-79.575026,Bloordale Gardens,Etobicoke
80 Curzon St, Toronto,ON,M4M3B4,Canada,43.665284,-79.332659,Studio District,East Toronto
8 Trent Ave #1205, Toronto,ON,M4C0A6,Canada,43.688207,-79.295862,Woodbine Heights,East York
65 Huntingdale Blvd UNIT 1507, Toronto,ON,M1W2P1,Canada,43.795184,-79.324378,L'Amoreaux West,Scarborough
198 Lawlor Ave, Toronto,ON,M4E3M1,Canada,43.685388,-79.290756,The Beaches,East Toronto
408 Browns Line S #312, Toronto,ON,M5W3T9,Canada,43.601697,-79.545232,Stn A PO Boxes 25 The Esplanade,Downtown Toronto
1 King St W #1501, Toronto,ON,M5H1A1,Canada,43.648987,-79.37807,Adelaide,Downtown Toronto
25 Clark St, Toronto,ON,M4M1M5,Canada,43.660183,-79.347772,Studio District,East Toronto
64 Chandler Dr, Toronto,ON,M1G1Z3,Canada,43.765412,-79.220644,Woburn,Scarborough
10 Capreol Ct #902, Toronto,ON,M5V4B3,Canada,43.640268,-79.396014,CN Tower,Downtown Toronto
215 Mill Rd, Toronto,ON,M9C1Y1,Canada,43.633835,-79.57625,Bloordale Gardens,Etobicoke
100 Rosethorn Ave, Toronto,ON,M6N3L1,Canada,43.679352,-79.463314,The Junction North,York
98 Spruce Hill Rd, Toronto,ON,M4E3G4,Canada,43.675156,-79.290203,The Beaches,East Toronto
63 Bannatyne Dr, Toronto,ON,M2L2P2,Canada,43.761125,-79.370406,Silver Hills,North York
533 Richmond St W PENTHOUSE 2, Toronto,ON,M5V3Y1,Canada,43.646874,-79.400841,CN Tower,Downtown Toronto
8 Lee Centre Dr #702, Toronto,ON,M1H3H8,Canada,43.780823,-79.247602,Cedarbrae,Scarborough
30 Nelson St #PENTHOUSE 101, Toronto,ON,M5V0H5,Canada,43.649062,-79.388476,CN Tower,Downtown Toronto
9 Overton Pl, Toronto,ON,M3B1H1,Canada,43.741095,-79.345984,Don Mills North,North York
1328 Birchmount Rd #PENTHOUSE 9, Toronto,ON,M1R0B6,Canada,43.748506,-79.286068,Maryvale,Scarborough
717 Greenwood Ave, Toronto,ON,M4J4B6,Canada,43.683375,-79.332915,East Toronto,East York
200 Woodbine Ave #601, Toronto,ON,M4L3P2,Canada,43.668935,-79.306142,The Beaches West,East Toronto
8 Attila Ct, Toronto,ON,M9V4E5,Canada,43.736459,-79.597189,Albion Gardens,Etobicoke
62 Kent Rd, Toronto,ON,M4L2X6,Canada,43.667307,-79.321014,The Beaches West,East Toronto
200 Russell Hill Rd #502, Toronto,ON,M4V0B6,Canada,43.681737,-79.406631,Deer Park,Central Toronto
45 Oldham Rd, Toronto,ON,M9A2B9,Canada,43.677488,-79.542254,Islington Avenue,Etobicoke
29 Portico Dr, Toronto,ON,M1G3R5,Canada,43.779069,-79.22196,Woburn,Scarborough
11 Brunel Ct #5005, Toronto,ON,M5V3Y3,Canada,43.639441,-79.393173,CN Tower,Downtown Toronto
103 Old Colony Rd, Toronto,ON,M2L2K3,Canada,43.758834,-79.374583,Silver Hills,North York
175 Teddington Park Ave, Toronto,ON,M4N2C7,Canada,43.734233,-79.396869,Lawrence Park,Central Toronto
6 Wyndcliff Cres, Toronto,ON,M4A2K1,Canada,43.735574,-79.318059,Victoria Village,North York
40 Sylvan Valleyway #523, Toronto,ON,M5M4M3,Canada,43.724203,-79.415282,Bedford Park,North York
167 Wineva Ave, Toronto,ON,M4E2T5,Canada,43.672156,-79.295951,The Beaches,East Toronto
10 Gateway Blvd #402, Toronto,ON,M3C3A1,Canada,43.709781,-79.332708,Flemingdon Park,North York
2200 Lake Shore Blvd W #818, Toronto,ON,M8V1A4,Canada,43.622743,-79.481934,Humber Bay Shores,Etobicoke
8 Rosebank Dr #7H, Toronto,ON,M1B5Z3,Canada,43.791844,-79.237284,Rouge,Scarborough
31 Antler St, Toronto,ON,M6P3R2,Canada,43.663867,-79.44993,High Park,West Toronto
799 Midland Ave, Toronto,ON,M1K4E8,Canada,43.733446,-79.25729,East Birchmount Park,Scarborough
130 Neptune Dr #607, Toronto,ON,M6A1X5,Canada,43.730295,-79.441115,Lawrence Heights,North York
557 Logan Ave, Toronto,ON,M4K3B6,Canada,43.669004,-79.345758,The Danforth West,East Toronto
302 Richview Ave, Toronto,ON,M5P3G5,Canada,43.695952,-79.422548,Forest Hill North,Central Toronto
1 Monarchdale Ave, Toronto,ON,M6M2S6,Canada,43.698966,-79.493874,Del Ray,York
5 Wray Ct, Toronto,ON,M9V4K4,Canada,43.755083,-79.593103,Albion Gardens,Etobicoke
56 Branstone Rd, Toronto,ON,M6E4E4,Canada,43.692013,-79.453838,Caledonia-Fairbanks,York
5 Mabelle Ave #2328, Toronto,ON,M9A0C8,Canada,43.646719,-79.525449,Islington Avenue,Etobicoke
437 Westmount Ave, Toronto,ON,M6E3N4,Canada,43.686951,-79.445233,Caledonia-Fairbanks,York
35 Kirkdene Dr, Toronto,ON,M1C3A5,Canada,43.793789,-79.141364,Highland Creek,Scarborough
136 Collier St, Toronto,ON,M4W1M3,Canada,43.67275,-79.384146,Rosedale,Downtown Toronto
130 Morningview Trl, Toronto,ON,M1B5L2,Canada,43.815394,-79.199609,Rouge,Scarborough
2800 Warden Ave #1004, Toronto,ON,M1W3Z6,Canada,43.795721,-79.315724,L'Amoreaux West,Scarborough
4737 Jane St, Toronto,ON,M3N2K8,Canada,43.771431,-79.519798,Downsview Northwest,North York
28 Fishleigh Dr, Toronto,ON,M1N1G9,Canada,43.700665,-79.250643,Birch Cliff,Scarborough
4673 Jane St #318, Toronto,ON,M3N2L1,Canada,43.770357,-79.520128,Downsview Northwest,North York
850 Danforth Rd, Toronto,ON,M1K1H5,Canada,43.726901,-79.253184,East Birchmount Park,Scarborough
303 Maria St, Toronto,ON,M6P1W6,Canada,43.666219,-79.482138,High Park,West Toronto
631 Richmond St W, Toronto,ON,M6J1C2,Canada,43.646133,-79.404423,Little Portugal,West Toronto
90 Broadview Ave #526, Toronto,ON,M4M0A7,Canada,43.65794,-79.349786,Studio District,East Toronto
18 Burnt Log Cres, Toronto,ON,M9C2J8,Canada,43.633137,-79.58094,Bloordale Gardens,Etobicoke
10 De Boers Dr #905, Toronto,ON,M3J0L6,Canada,43.752055,-79.464264,Northwood Park,North York
825 Adelaide St W, Toronto,ON,M6J1B5,Canada,43.643556,-79.410684,Little Portugal,West Toronto
15 Edenbrook Hl, Toronto,ON,M9A3Z7,Canada,43.671624,-79.524004,Islington Avenue,Etobicoke
10 Deerlick Ct #518, Toronto,ON,M3A0A7,Canada,43.759433,-79.332085,Parkwoods,North York
11 Wellesley St W #4711, Toronto,ON,M4Y0G4,Canada,43.664526,-79.385583,Church and Wellesley,Downtown Toronto
37 Saint Andrews Gdns, Toronto,ON,M4W2C9,Canada,43.685552,-79.374772,Rosedale,Downtown Toronto
8 Colborne St #PENTHOUSE 2701, Toronto,ON,M5E1E1,Canada,43.648745,-79.377021,Berczy Park,Downtown Toronto
102 Pennyhill Dr, Toronto,ON,M1B4K7,Canada,43.813775,-79.216708,Rouge,Scarborough
333 Brighton Ave, Toronto,ON,M3H4G4,Canada,43.756128,-79.462889,Bathurst Manor,North York
20 Blue Jays Way #319, Toronto,ON,M5V3W6,Canada,43.643797,-79.391668,CN Tower,Downtown Toronto
2737 Keele St #821, Toronto,ON,M3M2E9,Canada,43.725799,-79.480604,Downsview Central,North York
24 Masseygrove Cres, Toronto,ON,M9V3C9,Canada,43.736326,-79.584228,Albion Gardens,Etobicoke
1 De Vere Gdns, Toronto,ON,M5M3E4,Canada,43.736381,-79.407697,Bedford Park,North York
36 Astley Ave, Toronto,ON,M4W3B4,Canada,43.688906,-79.369921,Rosedale,Downtown Toronto
222 The Esplanade #713, Toronto,ON,M5A4M8,Canada,43.649611,-79.365545,Harbourfront,Downtown Toronto
629 King St W #1307, Toronto,ON,M5V0G9,Canada,43.643972,-79.401585,CN Tower,Downtown Toronto
228 Westview Blvd, Toronto,ON,M4B3J5,Canada,43.71338,-79.305617,Woodbine Gardens,East York
357 King St W #1601, Toronto,ON,M5V0S7,Canada,43.645835,-79.392529,CN Tower,Downtown Toronto
55 Hambly Ave, Toronto,ON,M4E2R5,Canada,43.673307,-79.297707,The Beaches,East Toronto
74 Connolly St, Toronto,ON,M6N5G3,Canada,43.671959,-79.455369,The Junction North,York
17A S Woodrow Blvd, Toronto,ON,M1N3L5,Canada,43.699423,-79.260028,Birch Cliff,Scarborough
23 Dewbourne Ave, Toronto,ON,M5P1Z5,Canada,43.699157,-79.423254,Forest Hill North,Central Toronto
271 Victoria Park Ave, Toronto,ON,M4E3S6,Canada,43.683316,-79.284726,The Beaches,East Toronto
2A Battenberg Ave, Toronto,ON,M4L1J8,Canada,43.667336,-79.316773,The Beaches West,East Toronto
235 Sherway Gardens Rd #2010, Toronto,ON,M9C0A2,Canada,43.609301,-79.559016,Bloordale Gardens,Etobicoke
14 Pinegrove Ave, Toronto,ON,M1N2G4,Canada,43.698491,-79.263913,Birch Cliff,Scarborough
180 Patricia Ave, Toronto,ON,M2M1J5,Canada,43.788611,-79.426393,Newtonbrook,North York
1815 Yonge St #1801, Toronto,ON,M4T2A4,Canada,43.695918,-79.395842,Moore Park,Central Toronto
740 Eglinton Ave W #301, Toronto,ON,M5N1C4,Canada,43.702079,-79.421814,Roselawn,Central Toronto
114 Saskatoon Dr, Toronto,ON,M9P2G4,Canada,43.69309,-79.544397,Westmount,Etobicoke
353 Driftwood Ave #2, Toronto,ON,M3N2P2,Canada,43.768082,-79.512841,Downsview Northwest,North York
181 Dundas St E UNIT 3811, Toronto,ON,M5A0N5,Canada,43.656969,-79.374122,Harbourfront,Downtown Toronto
59 Annie Craig Dr #3604, Toronto,ON,M8V0C4,Canada,43.624949,-79.478244,Humber Bay Shores,Etobicoke
391 Beechgrove Dr #79, Scarborough,ON,M1E2R1,Canada,43.776785,-79.172058,Guildwood,Scarborough
77 Magellan Dr, Toronto,ON,M3L1T3,Canada,43.736555,-79.508517,Downsview West,North York
70 Byng Ave #6, Toronto,ON,M2N7L9,Canada,43.777634,-79.411524,Willowdale South,North York
585 Bloor St E #4218, Toronto,ON,M4W0B3,Canada,43.671653,-79.371638,Rosedale,Downtown Toronto
97 Lawton Blvd #704, Toronto,ON,M4V1Z6,Canada,43.693514,-79.396234,Deer Park,Central Toronto
44 Waverley Rd, Toronto,ON,M4L3T1,Canada,43.667585,-79.300136,The Beaches West,East Toronto
812 Duplex Ave, Toronto,ON,M4R1W7,Canada,43.718239,-79.403956,North Toronto West,Central Toronto
127 Boardwalk Dr, Toronto,ON,M4L3X9,Canada,43.666435,-79.305807,The Beaches West,East Toronto
215 Strathallan Wood, Toronto,ON,M5N1T5,Canada,43.712754,-79.421209,Roselawn,Central Toronto
63 Hammersmith Ave, Toronto,ON,M4E2W3,Canada,43.670396,-79.293932,The Beaches,East Toronto
990 Dovercourt Rd, Toronto,ON,M6H2X5,Canada,43.666907,-79.431852,Dovercourt Village,West Toronto
47 Stephen Dr, Toronto,ON,M8Y3M8,Canada,43.632836,-79.485005,Humber Bay,Etobicoke
415 Wellesley St E, Toronto,ON,M4X1H5,Canada,43.668911,-79.364947,Cabbagetown,Downtown Toronto
200 Cumberland St #3802, Toronto,ON,M5R0B7,Canada,43.669867,-79.394244,The Annex,Central Toronto
30 Forge Dr, Toronto,ON,M3N2R3,Canada,43.759536,-79.513985,Downsview Northwest,North York
4 Tredvalley Grve, Toronto,ON,M1C3J4,Canada,43.776477,-79.148234,Highland Creek,Scarborough
83 Lillian St #15, Toronto,ON,M4S2H7,Canada,43.706583,-79.393516,Davisville,Central Toronto
168 Pinewood Ave, Toronto,ON,M6C2V5,Canada,43.688172,-79.427079,Humewood-Cedarvale,York
101 Charles St E #4202, Toronto,ON,M4Y0A9,Canada,43.669643,-79.380555,Church and Wellesley,Downtown Toronto
127 Bellwoods Ave, Toronto,ON,M6J2P6,Canada,43.64966,-79.41204,Little Portugal,West Toronto
9 Bogert Ave #2801, Toronto,ON,M2N0H3,Canada,43.760385,-79.411435,Willowdale South,North York
65 Mutual St #3004, Toronto,ON,M5H2A9,Canada,43.655802,-79.374984,Adelaide,Downtown Toronto
195 Redpath Ave #3307, Toronto,ON,M4P0E4,Canada,43.7101,-79.393425,Davisville North,Central Toronto
28 Rosebank Dr #1009, Toronto,ON,M1B5Z1,Canada,43.792518,-79.235348,Rouge,Scarborough
36 Lisgar St #708W, Toronto,ON,M6J0C7,Canada,43.641739,-79.423316,Little Portugal,West Toronto
5444 Yonge St #108, Toronto,ON,M2N6J4,Canada,43.776373,-79.415758,Willowdale South,North York
2053 Gerrard St E, Toronto,ON,M4E2B4,Canada,43.68208,-79.307469,The Beaches,East Toronto
64 Marion St, Toronto,ON,M6R1E7,Canada,43.642017,-79.443304,Parkdale,West Toronto
248 Garden Ave, Toronto,ON,M6R1J3,Canada,43.6432,-79.450769,Parkdale,West Toronto
6 Croft St, Toronto,ON,M5S2N8,Canada,43.657306,-79.406124,Harbord,Downtown Toronto
236 Browning Ave, Toronto,ON,M4K1X2,Canada,43.683222,-79.34711,The Danforth West,East Toronto
6 Creekwood Dr, Toronto,ON,M1E4L7,Canada,43.785981,-79.215279,Guildwood,Scarborough
830 Lawrence Ave W #2207, Toronto,ON,M6A0B6,Canada,43.71445,-79.454208,Lawrence Heights,North York
48 Coe Hill Dr, Toronto,ON,M6S3C8,Canada,43.639264,-79.469882,Runnymede,West Toronto
68 Abell St UNIT 1001, Toronto,ON,M6J0B1,Canada,43.642434,-79.424538,Little Portugal,West Toronto
301 Prudential Dr #1701, Toronto,ON,M1P4V3,Canada,43.749918,-79.268628,Dorset Park,Scarborough
2901 Kipling Ave #907, Toronto,ON,M9V5E5,Canada,43.758185,-79.588513,Albion Gardens,Etobicoke
341 Military Trl #20, Toronto,ON,M1E4E4,Canada,43.786061,-79.212348,Guildwood,Scarborough
29 Glen Stewart Ave, Toronto,ON,M4E1P6,Canada,43.678355,-79.295885,The Beaches,East Toronto
364 The East Mall #243, Toronto,ON,M9B6C5,Canada,43.642465,-79.559589,Cloverdale,Etobicoke
309 Ranee Ave, Toronto,ON,M6A1N9,Canada,43.722361,-79.451974,Lawrence Heights,North York
2737 Keele St #402, Toronto,ON,M3M2E9,Canada,43.725799,-79.480604,Downsview Central,North York
403 Church St #2413, Toronto,ON,M4Y0C9,Canada,43.662103,-79.379236,Church and Wellesley,Downtown Toronto
76 Arjay Cres, Toronto,ON,M2L1C7,Canada,43.739075,-79.384916,Silver Hills,North York
147 Cameron Ave, Toronto,ON,M6M1R5,Canada,43.689775,-79.471368,Del Ray,York
78 Cameron Ave, Toronto,ON,M2N1E2,Canada,43.75622,-79.415729,Willowdale South,North York
28 Freeland St #4404, Toronto,ON,M5E1L7,Canada,43.643622,-79.373959,Berczy Park,Downtown Toronto
663 Windermere Ave, Toronto,ON,M6S3M2,Canada,43.656998,-79.48273,Runnymede,West Toronto
27 Shaftesbury Ave, Toronto,ON,M4T3B3,Canada,43.68211,-79.390162,Moore Park,Central Toronto
1950 Kennedy Rd #706, Toronto,ON,M1P4S9,Canada,43.767632,-79.282853,Dorset Park,Scarborough
32 Ava Rd, Toronto,ON,M5P1Y4,Canada,43.697906,-79.421226,Forest Hill North,Central Toronto
5418 Yonge St #901, Toronto,ON,M2N6X4,Canada,43.775522,-79.415248,Willowdale South,North York
125 Peter St #1301, Toronto,ON,M5V0M2,Canada,43.648321,-79.392887,CN Tower,Downtown Toronto
7 Merredin Pl, Toronto,ON,M3B1S7,Canada,43.748513,-79.35726,Don Mills North,North York
564 Pharmacy Ave, Toronto,ON,M1L3G9,Canada,43.707103,-79.289985,Clairlea,Scarborough
14 Kildonan Dr, Toronto,ON,M1N3B5,Canada,43.687027,-79.266351,Birch Cliff,Scarborough
180 Markham Rd SUITE 707, Toronto,ON,M1M2Z9,Canada,43.652934,-79.407872,Cliffcrest,Scarborough
27 Glen Elm Ave, Toronto,ON,M4T1T9,Canada,43.691389,-79.393694,Moore Park,Central Toronto
20 Cedar Ave E, Toronto,ON,M4E1K2,Canada,43.674795,-79.287507,The Beaches,East Toronto
4 Daysland Rd, Toronto,ON,M9W4A9,Canada,43.718979,-79.56295,Northwest,Etobicoke
59 Arundel Ave, Toronto,ON,M4K3A3,Canada,43.679799,-79.351218,The Danforth West,East Toronto
390 Hopewell Ave #130, Toronto,ON,M6E2S2,Canada,43.700641,-79.444449,Caledonia-Fairbanks,York
21 Mayberry Rd, Toronto,ON,M3N2A5,Canada,43.741518,-79.518308,Downsview Northwest,North York
30 Fieldway Rd #98, Toronto,ON,M8Z0E3,Canada,43.642292,-79.528276,Kingsway Park South West,Etobicoke
1 Hawthorn Ave, Toronto,ON,M4W2Z1,Canada,43.675042,-79.36985,Rosedale,Downtown Toronto
15 Sewells Rd #410, Toronto,ON,M1B3V7,Canada,43.806694,-79.217112,Rouge,Scarborough
5 Saint Joseph St #4309, Toronto,ON,M4Y0B6,Canada,43.665776,-79.385633,Church and Wellesley,Downtown Toronto
4 Burleigh Heights Dr, Toronto,ON,M2K1Y7,Canada,43.779657,-79.390466,Bayview Village,North York
580 Christie St #807, Toronto,ON,M6G3E3,Canada,43.679182,-79.425403,Christie,Downtown Toronto
217 Richview Ave, Toronto,ON,M5P3G2,Canada,43.695007,-79.421605,Forest Hill North,Central Toronto
10 Eva Rd #601, Toronto,ON,M9C0B3,Canada,43.641355,-79.562771,Bloordale Gardens,Etobicoke
80 Old Forest Hill Rd, Toronto,ON,M5P2R5,Canada,43.698893,-79.417749,Forest Hill North,Central Toronto
34 Green Valley Rd, Toronto,ON,M2P1A6,Canada,43.739774,-79.388924,York Mills West,North York
56 Rockcliffe Blvd, Toronto,ON,M6N4R5,Canada,43.679689,-79.4908,The Junction North,York
48 Crescent Rd, Toronto,ON,M4W1S9,Canada,43.677803,-79.387068,Rosedale,Downtown Toronto
816 Lansdowne Ave #216, Toronto,ON,M6H4K6,Canada,43.665661,-79.447378,Dovercourt Village,West Toronto
91 Fulwell Cres, Toronto,ON,M3J1Y4,Canada,43.750867,-79.50285,Northwood Park,North York
225 Christie St, Toronto,ON,M6G3B5,Canada,43.669398,-79.420453,Christie,Downtown Toronto
127 Joicey Blvd, Toronto,ON,M2M2T8,Canada,43.736904,-79.416255,Newtonbrook,North York
104 3rd St, Toronto,ON,M8V2X9,Canada,43.60352,-79.501782,Humber Bay Shores,Etobicoke
12 Lark St, Toronto,ON,M4L3M6,Canada,43.668319,-79.310823,The Beaches West,East Toronto
490 Caledonia Rd, Toronto,ON,M6E4V2,Canada,43.689821,-79.461148,Caledonia-Fairbanks,York
101 Russell Hill Rd, Toronto,ON,M4V2S9,Canada,43.68178,-79.404985,Deer Park,Central Toronto
47 Cherrylawn Ave, Toronto,ON,M9L2B3,Canada,43.752537,-79.559192,Humber Summit,North York
23 Cavell Ave, Toronto,ON,M4K1L5,Canada,43.676192,-79.344974,The Danforth West,East Toronto
11 Shorncliffe Ave, Toronto,ON,M4V1S9,Canada,43.68559,-79.410873,Deer Park,Central Toronto
211 Woodycrest Ave, Toronto,ON,M4J3C4,Canada,43.687915,-79.344644,East Toronto,East York
1 Silvergrove Rd, Toronto,ON,M2L2N5,Canada,43.763519,-79.374045,Silver Hills,North York
43 Edenvale Cres, Toronto,ON,M9A4A5,Canada,43.680741,-79.52895,Islington Avenue,Etobicoke
3 Everson Dr #637, Toronto,ON,M2N7C2,Canada,43.756938,-79.406496,Willowdale South,North York
23 Strathdee Dr, Toronto,ON,M9R1A6,Canada,43.681424,-79.544171,Kingsview Village,Etobicoke
861 Sheppard Ave W #61,Toronto,ON,M3H0E9,Canada,43.752102,-79.453675,Bathurst Manor,North York
6 Lankin Blvd, Toronto,ON,M4J4W8,Canada,43.692293,-79.328633,East Toronto,East York
161 Roehampton Ave #PENTHOUSE 05, Toronto,ON,M4P0C8,Canada,43.70876,-79.393794,Davisville North,Central Toronto
4689 Jane St #503, Toronto,ON,M3N2T6,Canada,43.770863,-79.520254,Downsview Northwest,North York
57 Saint Nicholas St, Toronto,ON,M4Y1W6,Canada,43.667191,-79.386232,Church and Wellesley,Downtown Toronto
173 Dunvegan Rd, Toronto,ON,M5P2P1,Canada,43.696803,-79.408729,Forest Hill North,Central Toronto
65 Harbour Sq #3306, Toronto,ON,M5J2L4,Canada,43.640082,-79.378599,Harbourfront East,Downtown Toronto
353 Driftwood Ave #7, Toronto,ON,M3N2P2,Canada,43.768082,-79.512841,Downsview Northwest,North York
1195 The Queensway E #102, Toronto,ON,M8Z0H1,Canada,43.621626,-79.522481,Kingsway Park South West,Etobicoke
66 Cliff St, Toronto,ON,M6N4M1,Canada,43.679993,-79.485042,The Junction North,York
5 Pheasant Ln, Toronto,ON,M9A1T1,Canada,43.662472,-79.534898,Islington Avenue,Etobicoke
73 Pendrith St, Toronto,ON,M6G1R8,Canada,43.666638,-79.422778,Christie,Downtown Toronto
25 Boustead Ave, Toronto,ON,M6R1Y7,Canada,43.653133,-79.452791,Parkdale,West Toronto
15 Lenthall Ave, Toronto,ON,M1B2C7,Canada,43.797531,-79.238536,Rouge,Scarborough
127 Queen St E #406, Toronto,ON,M5C1S3,Canada,43.653471,-79.373755,St. James Town,Downtown Toronto
295 Adelaide St W #2303, Toronto,ON,M5V0L4,Canada,43.647594,-79.390757,CN Tower,Downtown Toronto
5791 Yonge St #PENTHOUSE 205, Toronto,ON,M2M0A8,Canada,43.783997,-79.41604,Newtonbrook,North York
130 Shuter St, Toronto,ON,M5A1V8,Canada,43.655956,-79.371864,Harbourfront,Downtown Toronto
408 Ontario St, Toronto,ON,M5A2W1,Canada,43.662083,-79.370042,Harbourfront,Downtown Toronto
1785 Eglinton Ave E #203, Toronto,ON,M4A2Y6,Canada,43.724765,-79.307151,Victoria Village,North York
1994 Dufferin St, Toronto,ON,M6E3R2,Canada,43.684965,-79.446149,Caledonia-Fairbanks,York
37 Drewry Ave UNIT 9, Toronto,ON,M2M0B4,Canada,43.786348,-79.419345,Newtonbrook,North York
60 Alexandra Wood, Toronto,ON,M5N2S5,Canada,43.71411,-79.425653,Roselawn,Central Toronto
95 Vine Ave, Toronto,ON,M6P1V8,Canada,43.66645,-79.468112,High Park,West Toronto
33 Sheppard Ave E #1800, Toronto,ON,M2N7K1,Canada,43.761229,-79.408934,Willowdale South,North York
82 York Rd, Toronto,ON,M2L1H8,Canada,43.746179,-79.384607,Silver Hills,North York
2152 Bayview Ave, Toronto,ON,M4N0A4,Canada,43.723305,-79.379711,Lawrence Park,Central Toronto
585 Bloor St E #521, Toronto,ON,M4W0B3,Canada,43.671653,-79.371638,Rosedale,Downtown Toronto
60 Manorglen Cres, Toronto,ON,M1S1W4,Canada,43.780125,-79.271026,Agincourt,Scarborough
212 Cocksfield Ave, Toronto,ON,M3H3T7,Canada,43.753818,-79.454186,Bathurst Manor,North York
99 Broadway Ave #2902, Toronto,ON,M4P0E3,Canada,43.710514,-79.393306,Davisville North,Central Toronto
5 Pembury Ave, Toronto,ON,M4N3K4,Canada,43.725688,-79.381034,Lawrence Park,Central Toronto
155 Grenadier Rd, Toronto,ON,M6R1R5,Canada,43.648363,-79.45151,Parkdale,West Toronto
50 Yorkville Ave #5202, Toronto,ON,M4W0A3,Canada,43.671667,-79.389667,Rosedale,Downtown Toronto
108 Sandringham Dr, Toronto,ON,M3H1C9,Canada,43.746887,-79.420259,Bathurst Manor,North York
208 Queens Quay W #511, Toronto,ON,M5J2Y5,Canada,43.64009,-79.381499,Harbourfront East,Downtown Toronto
12 Madison Ave, Toronto,ON,M5R2S1,Canada,43.667759,-79.403321,The Annex,Central Toronto
32 Roxborough St E, Toronto,ON,M4W1V6,Canada,43.678482,-79.387974,Rosedale,Downtown Toronto
4 Allen Ave, Toronto,ON,M8V1R8,Canada,43.612936,-79.49066,Humber Bay Shores,Etobicoke
58 Masseygrove Cres, Toronto,ON,M9V3C9,Canada,43.737847,-79.58269,Albion Gardens,Etobicoke
22 Malamute Cres, Toronto,ON,M1T2C7,Canada,43.777993,-79.302685,Clarks Corners,Scarborough
9 Windermere Ave #TOWNHOUSE 94, Toronto,ON,M6S5A4,Canada,43.636805,-79.468161,Runnymede,West Toronto
62 Elm Ave, Toronto,ON,M4W1N7,Canada,43.67613,-79.375547,Rosedale,Downtown Toronto
271 Major St, Toronto,ON,M5S2L5,Canada,43.665445,-79.405732,Harbord,Downtown Toronto
194 Clendenan Ave, Toronto,ON,M6P2X2,Canada,43.656977,-79.471809,High Park,West Toronto
297 Oriole Pkwy, Toronto,ON,M5P2H6,Canada,43.70077,-79.404051,Forest Hill North,Central Toronto
1244 College St, Toronto,ON,M6H1C2,Canada,43.651641,-79.438166,Dovercourt Village,West Toronto
330 Dixon Rd #2705, Toronto,ON,M9R1S9,Canada,43.695777,-79.553152,Kingsview Village,Etobicoke
11 Livonia Pl #18, Toronto,ON,M1E4W5,Canada,43.785465,-79.205888,Guildwood,Scarborough
35 Balmuto St #2101, Toronto,ON,M4Y0A3,Canada,43.669472,-79.387488,Church and Wellesley,Downtown Toronto
335 Mill Rd #703, Toronto,ON,M9C1Y6,Canada,43.639973,-79.584581,Bloordale Gardens,Etobicoke
66 Loradeen Cres, Toronto,ON,M1B1T8,Canada,43.81339,-79.232371,Rouge,Scarborough
44 Branstone Rd, Toronto,ON,M6E4E4,Canada,43.691621,-79.453661,Caledonia-Fairbanks,York
42 Mossbank Dr, Toronto,ON,M1G2C3,Canada,43.765598,-79.212505,Woburn,Scarborough
2 1st Ave, Toronto,ON,M4M1W8,Canada,43.664898,-79.351918,Studio District,East Toronto
16 Muskoka Ave, Toronto,ON,M8W1H3,Canada,43.59184,-79.532076,Alderwood,Etobicoke
106 Varna Dr #TOWNHOUSE 10, Toronto,ON,M6A0C8,Canada,43.723122,-79.445784,Lawrence Heights,North York
575 Avenue Rd #704, Toronto,ON,M4V2K2,Canada,43.688637,-79.401726,Deer Park,Central Toronto
8 Swansdown Dr, Toronto,ON,M2L2N1,Canada,43.759947,-79.373036,Silver Hills,North York
